Time,Respiration
100.0,-0.2764892578125
100.0005,-0.2764892578125
100.001,-0.27679443359375
100.0015,-0.27679443359375
100.002,-0.27679443359375
100.0025,-0.27679443359375
100.003,-0.277099609375
100.0035,-0.277099609375
100.004,-0.277099609375
100.0045,-0.27740478515625
100.005,-0.27740478515625
100.0055,-0.27740478515625
100.006,-0.2777099609375
100.0065,-0.2777099609375
100.007,-0.2777099609375
100.0075,-0.2777099609375
100.008,-0.27801513671875
100.0085,-0.27801513671875
100.009,-0.27801513671875
100.0095,-0.2783203125
100.01,-0.2783203125
100.0105,-0.27862548828125
100.011,-0.27862548828125
100.0115,-0.27862548828125
100.012,-0.2789306640625
100.0125,-0.2789306640625
100.013,-0.2789306640625
100.0135,-0.27923583984375
100.014,-0.27923583984375
100.0145,-0.27923583984375
100.015,-0.279541015625
100.0155,-0.279541015625
100.016,-0.279541015625
100.0165,-0.27984619140625
100.017,-0.27984619140625
100.0175,-0.27984619140625
100.018,-0.27984619140625
100.0185,-0.2801513671875
100.019,-0.2801513671875
100.0195,-0.2801513671875
100.02,-0.28045654296875
100.0205,-0.28045654296875
100.021,-0.28045654296875
100.0215,-0.28076171875
100.022,-0.28076171875
100.0225,-0.28076171875
100.023,-0.28076171875
100.0235,-0.28106689453125
100.024,-0.28106689453125
100.0245,-0.28106689453125
100.025,-0.28106689453125
100.0255,-0.2813720703125
100.026,-0.2813720703125
100.0265,-0.2813720703125
100.027,-0.2813720703125
100.0275,-0.2813720703125
100.028,-0.28167724609375
100.0285,-0.28167724609375
100.029,-0.28167724609375
100.0295,-0.28167724609375
100.03,-0.28167724609375
100.0305,-0.28167724609375
100.031,-0.28167724609375
100.0315,-0.281982421875
100.032,-0.281982421875
100.0325,-0.281982421875
100.033,-0.281982421875
100.0335,-0.281982421875
100.034,-0.281982421875
100.0345,-0.281982421875
100.035,-0.28228759765625
100.0355,-0.28228759765625
100.036,-0.28228759765625
100.0365,-0.28228759765625
100.037,-0.28228759765625
100.0375,-0.28228759765625
100.038,-0.28228759765625
100.0385,-0.2825927734375
100.039,-0.2825927734375
100.0395,-0.2825927734375
100.04,-0.2825927734375
100.0405,-0.2825927734375
100.041,-0.2825927734375
100.0415,-0.2825927734375
100.042,-0.28289794921875
100.0425,-0.28289794921875
100.043,-0.28289794921875
100.0435,-0.28289794921875
100.044,-0.28289794921875
100.0445,-0.28289794921875
100.045,-0.28289794921875
100.0455,-0.28289794921875
100.046,-0.28289794921875
100.0465,-0.28289794921875
100.047,-0.283203125
100.0475,-0.283203125
100.048,-0.283203125
100.0485,-0.283203125
100.049,-0.283203125
100.0495,-0.283203125
100.05,-0.283203125
100.0505,-0.283203125
100.051,-0.283203125
100.0515,-0.283203125
100.052,-0.283203125
100.0525,-0.283203125
100.053,-0.283203125
100.0535,-0.283203125
100.054,-0.283203125
100.0545,-0.283203125
100.055,-0.283203125
100.0555,-0.283203125
100.056,-0.283203125
100.0565,-0.283203125
100.057,-0.28350830078125
100.0575,-0.28350830078125
100.058,-0.28350830078125
100.0585,-0.28350830078125
100.059,-0.28350830078125
100.0595,-0.28350830078125
100.06,-0.28350830078125
100.0605,-0.28350830078125
100.061,-0.28350830078125
100.0615,-0.28350830078125
100.062,-0.28350830078125
100.0625,-0.28350830078125
100.063,-0.28350830078125
100.0635,-0.2838134765625
100.064,-0.2838134765625
100.0645,-0.2838134765625
100.065,-0.2838134765625
100.0655,-0.2838134765625
100.066,-0.2838134765625
100.0665,-0.2838134765625
100.067,-0.28411865234375
100.0675,-0.28411865234375
100.068,-0.28411865234375
100.0685,-0.28411865234375
100.069,-0.28411865234375
100.0695,-0.28411865234375
100.07,-0.284423828125
100.0705,-0.284423828125
100.071,-0.284423828125
100.0715,-0.284423828125
100.072,-0.28472900390625
100.0725,-0.28472900390625
100.073,-0.28472900390625
100.0735,-0.28472900390625
100.074,-0.2850341796875
100.0745,-0.2850341796875
100.075,-0.2850341796875
100.0755,-0.28533935546875
100.076,-0.28533935546875
100.0765,-0.28533935546875
100.077,-0.28564453125
100.0775,-0.28564453125
100.078,-0.28564453125
100.0785,-0.28594970703125
100.079,-0.28594970703125
100.0795,-0.28594970703125
100.08,-0.2862548828125
100.0805,-0.2862548828125
100.081,-0.2862548828125
100.0815,-0.28656005859375
100.082,-0.28656005859375
100.0825,-0.286865234375
100.083,-0.286865234375
100.0835,-0.286865234375
100.084,-0.28717041015625
100.0845,-0.28717041015625
100.085,-0.28717041015625
100.0855,-0.2874755859375
100.086,-0.2874755859375
100.0865,-0.2874755859375
100.087,-0.28778076171875
100.0875,-0.28778076171875
100.088,-0.28778076171875
100.0885,-0.2880859375
100.089,-0.2880859375
100.0895,-0.2880859375
100.09,-0.28839111328125
100.0905,-0.28839111328125
100.091,-0.28839111328125
100.0915,-0.2886962890625
100.092,-0.2886962890625
100.0925,-0.2886962890625
100.093,-0.2886962890625
100.0935,-0.28900146484375
100.094,-0.28900146484375
100.0945,-0.28900146484375
100.095,-0.28900146484375
